Book Name,Rating,Customers_Rated,Price,Reading age,Grade level,Lexile measure,Print length,Language,Dimensions,Publisher,ISBN13,frontimg,subimage1,subimage2,subimage3
"Abcs Of Space: Explore Astronomy, Space, And Our Solar System With This Essential Stem Board Book For Kids (Science Gifts For Kids) (Baby University 0) (1 May, 2018)",,924,,,Preschool - Kindergarten,AD970L,26,English,,Sourcebooks Explore,9781492671121,https://m.media-amazon.com/images/I/513ENdAfVCL._SY300_.jpg,,,
"General Relativity For Babies: An Introduction To Einstein'S Theory Of Relativity And Physics For Babies From The #1 Science Author For Kids (Stem And Science Gifts For Kids) (Baby University Book 0) (2 May, 2017)",,871,,,Preschool - Kindergarten,490L,24,English,,Sourcebooks Explore,9781492656265,https://m.media-amazon.com/images/I/51tNqWsqw7L._SY300_.jpg,,,
"Evolution For Babies (Baby University Book 0) (5 June, 2018)",,460,,,Preschool - Kindergarten,AD420L,24,English,,Sourcebooks Explore,9781492671152,https://m.media-amazon.com/images/I/51qPoVIRIKL._SY300_.jpg,,,
"Nuclear Physics For Babies (Baby University) (1 May, 2018)",,440,,,Preschool - Kindergarten,AD590L,24,English,,Sourcebooks Explore,9781492671176,https://m.media-amazon.com/images/I/51zOtH8sSXL._SY300_.jpg,,,
"Abcs Of Physics (Baby University Book 0) (3 October, 2017)",,433,,,Preschool - Kindergarten,AD880L,26,English,,Sourcebooks Explore,9781492656241,https://m.media-amazon.com/images/I/51oloMABYBL._SY300_.jpg,,,
"Newtonian Physics For Babies (Baby University) (2 May, 2017)",,426,,,Preschool - Kindergarten,AD430L,24,English,,Sourcebooks Explore,9781492656203,https://m.media-amazon.com/images/I/51eMDhtH9wL._SY300_.jpg,,,
"Quantum Entanglement For Babies (Baby University) (4 July, 2017)",,363,,,Preschool - Kindergarten,AD420L,24,English,,Sourcebooks Explore,9781492656234,https://m.media-amazon.com/images/I/51ETD-OYXVL._SY300_.jpg,,,
"Quantum Computing For Babies: A Programming And Coding Math Book For Little Ones And Math LoveFrom The #1 Science Author For Kids (Stem Gift For Kids) (Baby University 0) (3 April, 2018)",,348,,,Preschool - Kindergarten,AD410L,24,English,,Sourcebooks Explore,9781492671183,https://m.media-amazon.com/images/I/51qg6K86ubL._SY300_.jpg,,,
"Optical Physics For Babies (Baby University) (4 July, 2017)",,268,,,Preschool - Kindergarten,AD460L,24,English,,Sourcebooks Explore,9781492656210,https://m.media-amazon.com/images/I/51GWGMbSrhL._SY300_.jpg,,,
"Electromagnetism For Babies (Baby University) (2 January, 2018)",,192,,,Preschool - Kindergarten,AD550L,24,English,,Sourcebooks Explore,9781492656296,https://m.media-amazon.com/images/I/51UOn-94meL._SY300_.jpg,,,
Beautiful Creatures. By Kami Garcia & Margaret Stohl,4.5,"6,351",403,,,,,English,5.08 x 1.38 x 7.8 inches,"Little, Brown Books for Young Readers",9780141326085,https://m.media-amazon.com/images/I/51O+RXMJCtL._SY200_.jpg,,,
Beautiful Darkness,4.6,"2,888",450,,,,528,English,5.08 x 1.22 x 7.8 inches,Razorbill Fiction,9780141326092,https://m.media-amazon.com/images/I/51gkUc4FeJL._SY200_.jpg,,,
Beautiful Redemption,4.7,"2,494",372,,,,,English,5.08 x 1.14 x 7.8 inches,Puffin Books,9780141335278,https://m.media-amazon.com/images/I/51TXLqPz-bL._SY200_.jpg,,,
Beautiful Chaos. By Margaret Stohl,4.6,"2,284",450,,,,352,English,5.08 x 1.26 x 7.8 inches,Puffin Books,9780141335261,https://m.media-amazon.com/images/I/51F0VnCTwhL._SY200_.jpg,,,
"Ruby'S Worry: A Big Bright Feelings Book (18 July, 2018)",,3076,693,,,AD620L,,English,11.81 x 0.16 x 9.33 inches,Bloomsbury Children's Books,9781408892152,https://m.media-amazon.com/images/I/417CiJLN08L._SY300_.jpg,,,
"Ravi'S Roar: A Big Bright Feelings Book (8 August, 2019)",,1330,250,,,,32,English,9.25 x 0.16 x 11.22 inches,Bloomsbury Children's Books,9781408892183,https://m.media-amazon.com/images/I/41xlOTZn+nL._SY300_.jpg,,,
"Ruby Finds A Worry (Big Bright Feelings) (3 August, 2021)",,1230,589,,Preschool - 2,,32,English,9.25 x 0.2 x 11.75 inches,Bloomsbury Children's Books,9781547607242,https://m.media-amazon.com/images/I/41wWbKWPCFL._SY300_.jpg,,,
"Perfectly Norman: A Big Bright Feelings Book (23 August, 2017)",,1047,299,,,,,English,9.33 x 0.16 x 11.77 inches,Bloomsbury Children's Books,9781408880975,https://m.media-amazon.com/images/I/51dTzXdn2ZL._SY300_.jpg,,,
"Meesha Makes Friends (28 July, 2020)",,748,636,,,,,English,9.37 x 0.2 x 11.81 inches,Bloomsbury Children's Books,9781526612953,https://m.media-amazon.com/images/I/41RSM0hWbpL._SY300_.jpg,,,
"Tilda Tries Again: A Big Bright Feelings Book (10 August, 2021)",,350,615,,,,,English,11.77 x 0.24 x 9.33 inches,Bloomsbury Children's Books,9781526612991,https://m.media-amazon.com/images/I/51lsXS4bcCL._SY300_.jpg,,,
The Adventures Of Captain Underpants,4.8,"4,701",203,,,,122,English,7.99 x 10 x 1.85 inches,Scholastic,9789352754014,https://m.media-amazon.com/images/I/61T6HSUauTL._SY200_.jpg,,,
"Captain Underpants And The Tyrannical Retaliation Of The Turbo Toilet 2000 [Paperback] [Nov 15, 2014] Dav Pilkey",4.8,"4,450",199,,,,224,English,7.99 x 10 x 1.85 inches,Scholastic India,9789351035466,https://m.media-amazon.com/images/I/51uldUPSPRL._SY200_.jpg,,,
"Captain Underpants And The Sensational Saga Of Sir Stinks-A-Lot [Paperback] [Jan 01, 2001] Dev Pilkey",4.8,"4,385",226,,,,208,English,8.66 x 5.91 x 0.98 inches,Scholastic India,9789351030935,https://m.media-amazon.com/images/I/61ymTsQAK7L._SY200_.jpg,,,
Captain Underpants And The Invasion Of The Incredibly Naughty Cafeteria Ladies From Outer Space (And The Subsequent Assault Of The Equally Evil Lunchroom Zombie Nerds),4.8,"3,921",206,,02-Apr,730L,144,English,8.25 x 5.5 x 0.31 inches,Scholastic,9780439049962,https://m.media-amazon.com/images/I/61SwwDDrmKL._SY200_.jpg,,,
Captain Underpants And The Perilous Plot Of Professor Poopypants,4.9,"3,831",203,,02-Apr,720L,160,English,5.25 x 0.5 x 7.5 inches,Scholastic,9780439049986,https://m.media-amazon.com/images/I/61FuZq7Ao7L._SY200_.jpg,,,
Captain Underpants And The Attack Of The Talking Toilets,4.8,"3,676",204,,02-Apr,780L,144,English,5.5 x 0.5 x 7.75 inches,Scholastic,9780590634274,https://m.media-amazon.com/images/I/51pbjO0AbqL._SY200_.jpg,,,
Captain Underpants And The Wrath Of The Wicked Wedgie Woman (Captain Underpants),4.9,"3,508",150,,,,176,English,7.83 x 0.47 x 5.16 inches,GardneBooks,9780439994804,https://m.media-amazon.com/images/I/51mjyyKV6TL._SY200_.jpg,,,
"The Big, Bad Battle Of The Bionic Booger Boy Night Of The Nasty Nostril Nuggets",4.9,"3,435",505,,,,176,English,7.99 x 0.47 x 5.51 inches,GardneBooks,9780439977364,https://m.media-amazon.com/images/I/61pjOPc9CjL._SY200_.jpg,,,
Captain Underpants And The Preposterous Plight Of The Purple Potty People,4.8,"3,324",192,,02-Apr,760L,176,English,5.25 x 0.5 x 7.5 inches,The Blue Sky Press,9780439376143,https://m.media-amazon.com/images/I/61FLiIuTqPL._SY200_.jpg,,,
"Captain Underpants And The Revolting Revenge Of The Radioactive Robo - Boxe[Paperback] [Aug 05, 2013] Dave Pilkey",4.8,"3,139",192,,,,128,English,7.99 x 10 x 1.85 inches,Scholastic India,9788184779998,https://m.media-amazon.com/images/I/51gziHb5oAL._SY200_.jpg,,,
Captain Underpants And The Terrifying Re-Turn Of Tippy Tinkletrouse[Paperback] Dav Pilkey,4.9,"3,121",185,,,,128,English,7.99 x 10 x 1.85 inches,Scholastic India,9788184779981,https://m.media-amazon.com/images/I/61LkYhw6AZL._SY200_.jpg,,,
Captian Underpants:The Seventh Epic Novel Part-2,4.9,"2,896",268,,,,,English,,Scholastic Paperbacks,9780439376129,https://m.media-amazon.com/images/I/61Hr0cGg0GL._SY200_.jpg,,,
Cat Kid Comic Club (Cat Kid Comic Club),4.8,"18,223",770,,,,,English,6.5 x 0.43 x 8.58 inches,Scholastic,9780702310928,https://m.media-amazon.com/images/I/51LqITecVOL._SY300_.jpg,,,
Cat Kid Comic Club 2: Perspectives (Pb),4.8,"7,474",773,,,,,English,5.83 x 0.51 x 8.43 inches,Zooblu,9780702318740,https://m.media-amazon.com/images/I/51e597jow7L._SY300_.jpg,,,
Cat Kid Comic Club: Collaborations: A Graphic Novel (Cat Kid Comic Club #4): From The Creator Of Dog Man,4.8,"1,460",,,,,224,English,,Graphix,9781338846621,https://m.media-amazon.com/images/I/51uXgSrwCIL._SY300_.jpg,,,
"Oh No, George!",,"1,182",550,,,,,English,9.84 x 0.2 x 10.24 inches,WALKER BOOKS,9781406344769,https://m.media-amazon.com/images/I/71rcpeMTAZL._AC_US218_..jpg,,,
Shh! We Have A Plan,,"1,138",520,,,,,English,10 x 0.24 x 10.39 inches,WALKER BOOKS,9781406360035,https://m.media-amazon.com/images/I/717lm1hHULL._AC_US218_..jpg,,,
A Bit Lost,,514,411,,,,32,English,9.88 x 0.12 x 10.12 inches,WALKER BOOKS,9781406333831,https://m.media-amazon.com/images/I/61YZQzJF49L._AC_US218_..jpg,,,
"Don'T Worry, Little Crab",,489,284.77,,,,,English,9.84 x 0.2 x 10.24 inches,WALKER BOOKS,9781406392869,https://m.media-amazon.com/images/I/6122r2Ccv1L._AC_US218_..jpg,,,
Goodnight Everyone,,421,,,,,,English,9.84 x 0.16 x 10.16 inches,WALKER BOOKS,9781406373226,https://m.media-amazon.com/images/I/71U89nFGrdL._AC_US218_..jpg,,,
Que D'Histoires ! Cp Serie 3 - Oh Non George ! (2016),,398,"11,133.00",,,,32,French,7.28 x 0.2 x 7.28 inches,MAGNARD,9782210501911,https://m.media-amazon.com/images/I/51KSobWq4lL._AC_US218_..jpg,,,
"The Lion, The Witch And The Wardrobe",4.7,"12,172",200,,,,204,English,5 x 0.47 x 8 inches,Grapevine India PublishePvt Ltd,9789356611252,https://m.media-amazon.com/images/I/41pF-lHReVL._SY300_.jpg,,,
The Magician'S Nephew,4.7,"5,101",203,,,,146,English,5 x 0.34 x 8 inches,Grapevine India,9789356617025,https://m.media-amazon.com/images/I/513br0oOD2L._SY300_.jpg,,,
The Horse And His Boy,4.7,"2,478",174,,,,,English,4.37 x 0.63 x 7.01 inches,Harpercollins Pub Ltd,9780007115594,https://m.media-amazon.com/images/I/51z+epoDp2L._SY300_.jpg,,,
The Voyage Of The Dawn Treader,4.7,"1,910",134,,,,,English,,Diamond,9780261670501,https://m.media-amazon.com/images/I/4192IlaIleL._SY300_.jpg,,,
The Last Battle,4.7,"1,820",86,,,,,English,4.37 x 0.79 x 7.01 inches,Harpercollins Pub Ltd,9780007115549,https://m.media-amazon.com/images/I/61COaf4QwrL._SY300_.jpg,,,
The Silver Chair,4.7,"1,744",200,,,,191,English,,Lions,9780563538875,https://m.media-amazon.com/images/I/41+8evmRSyL._SY300_.jpg,,,
DinosauLove Underpants,,"2,223",221,,,AD740L,32,English,9.45 x 0.01 x 10.95 inches,Simon & Schuster Children's,9781847382108,https://m.media-amazon.com/images/I/71DLBnJxE3L._AC_US218_..jpg,,,
Aliens Love Underpants,,"1,990",185,,Preschool - 2,,32,English,9.45 x 0.12 x 10.94 inches,Simon & Schuster Children's,9781416917052,https://m.media-amazon.com/images/I/81OpsUoM8sL._AC_US218_..jpg,,,
Pirates Love Underpants Pa,,"1,223",278,,,,,,9.41 x 0.39 x 10.91 inches,Simon & Schuster,9781471123276,https://m.media-amazon.com/images/I/91qvNcw074L._AC_US218_..jpg,,,
MonsteLove Underpants,,878,247,,,,,English,10.91 x 0.24 x 9.45 inches,Simon & Schuster India,9781847385727,https://m.media-amazon.com/images/I/81zF6ZMOxwL._AC_US218_..jpg,,,
"Good Night, Sleep Tight!",,516,394,,Preschool - 2,AD470L,32,English,7.9 x 0.18 x 7.9 inches,Tiger Tales,9781589254404,https://m.media-amazon.com/images/I/814GlyNxuKL._AC_US218_..jpg,,,
Aliens In Underpants Save The World,,468,227,,,,32,English,9.45 x 0.01 x 10.95 inches,Simon & Schuster Children's,9781847383020,https://m.media-amazon.com/images/I/71ZN6kejarL._AC_US218_..jpg,,,
"Aliens Love Panta Claus: The Perfect Christmas Book For All Three Year Olds, Four Year Olds, Five Year Olds And Six Year Olds Who Want To Laugh Their ... The Bestselling Aliens Love Underpants Series",,430,242.19,,Preschool - 2,AD1080L,32,English,9.45 x 0.12 x 10.94 inches,Simon & Schuster Childrens Books,9781847385703,https://m.media-amazon.com/images/I/81UeZ4BlcJL._AC_US218_..jpg,,,
Aliens Love Dinopants,,323,613,,,,,English,9.37 x 0.12 x 10.59 inches,Simon & Schuster Childrens Books,9781471120954,https://m.media-amazon.com/images/I/81hz6WvVZxL._AC_US218_..jpg,,,
Spider Sandwiches,,247,126,,,770L,,English,9.96 x 0.16 x 9.96 inches,Bloomsbury Childrens,9781408839157,https://m.media-amazon.com/images/I/91G+pN9zcpL._AC_US218_..jpg,,,
Monstersaurus!,,224,221,,,AD510L,,English,9.37 x 0.16 x 10.91 inches,Simon & Schuster Ltd,9781847389053,https://m.media-amazon.com/images/I/81+djf2ckdL._AC_US218_..jpg,,,
Superkid,,161,605,,,,,English,9.88 x 0.12 x 10.87 inches,Scholastic,9781407188751,https://m.media-amazon.com/images/I/81NdGBpT93L._AC_US218_..jpg,,,
Crave,4.4,"19,868",779,,,,,English,5.12 x 1.65 x 7.8 inches,,9781529355550,https://m.media-amazon.com/images/I/31YKDNq2eBL._SY200_.jpg,,,
Crush (Crave),4.7,"15,373",650,,,,,English,5.04 x 1.81 x 7.8 inches,,9781529355581,https://m.media-amazon.com/images/I/41XJHXdLXdL._SY200_.jpg,,,
Covet (Crave Book 3),4.7,"13,407",,,10-Dec,,872,English,,Entangled: Teen,9781682815816,https://m.media-amazon.com/images/I/41o5ehADQZL._SY200_.jpg,,,
The Thirteen Ghosts (Creepella Von Cacklefur #1),4.6,460,197,,02-May,520L,128,English,5.25 x 0.5 x 7.5 inches,Scholastic Paperbacks,9780545307420,https://m.media-amazon.com/images/I/51kZffcWjqL._SY300_.jpg,,,
Meet Me In Horrorwood (Creepella Von Cacklefur #2): A Geronimo Stilton Adventure (2),4.6,297,197,,02-May,540L,128,English,5.25 x 0.5 x 7.5 inches,Scholastic Paperbacks,9780545307437,https://m.media-amazon.com/images/I/51Hp-t6xe5L._SY300_.jpg,,,
Return Of The Vampire (Creepella Von Cacklefur #4): A Geronimo Stilton Adventure (4),4.5,289,240,,02-May,510L,128,English,5.25 x 0.5 x 7.5 inches,Scholastic Paperbacks,9780545393485,https://m.media-amazon.com/images/I/51iLSXMxoeL._SY300_.jpg,,,
The Haunted Dinosaur (Creepella Von Cacklefur #9),4.5,235,197,,,,128,English,7.99 x 10 x 1.85 inches,Scholastic,9789386313805,https://m.media-amazon.com/images/I/51Rqmv2PpDL._SY300_.jpg,,,
Creepella Von Cacklefur: Ride For Your Life (Geronimo Creepella Von Cacklefur),4.6,229,228,,,,128,English,7.99 x 10 x 1.85 inches,Scholastic India,9789351033158,https://m.media-amazon.com/images/I/51RfAb2GUgL._SY300_.jpg,,,
"Creepella Von Cacklefur, No. 5: Fright Night (A Geronimo Stilton Adventure)",4.6,184,227,,02-May,530L,128,English,7.64 x 5.24 x 0.27 inches,Scholastic Paperbacks,9780545393492,https://m.media-amazon.com/images/I/51Pidt5Si0L._SY300_.jpg,,,
"Creepella Von Cacklefur #7: A Suitcase Full Of Ghosts [Paperback] [Jan 01, 2001] Geronimo Stilton",4.4,162,177,,,,128,English,7.99 x 10 x 1.85 inches,Scholastic India,9789351036593,https://m.media-amazon.com/images/I/61L1+qiBEmL._SY300_.jpg,,,
Ghost Pirate Treasure (Creepella Von Cacklefur #3): A Geronimo Stilton Adventure (3),4.6,157,246,,02-May,580L,128,English,5.25 x 0.25 x 7.75 inches,Scholastic Paperbacks,9780545307444,https://m.media-amazon.com/images/I/51kpEstjBkL._SY300_.jpg,,,
The Phantom Of The Theater: A Geronimo Stilton Adventure (Creepella Von Cacklefur #8),4.7,58,349,,02-May,670L,128,English,5.5 x 0.1 x 7.75 inches,Scholastic Paperbacks,9780545750295,https://m.media-amazon.com/images/I/51lJZqcZWOL._SY300_.jpg,,,
Code Name Bananas: The Hilarious And Epic Children'S Book From Multi-Million Bestselling Author David Walliams,,"18,823",828,,,,,English,5.55 x 1.61 x 8.74 inches,HarperCollinsChildren’sBooks,9780008305833,https://m.media-amazon.com/images/I/81yBRyp9dIL._AC_US218_..jpg,,,
The Beast Of Buckingham Palace: The Epic New Children'S Book From Multi-Million Bestselling Author David Walliams,,"13,606",795,,,,,English,5.55 x 1.57 x 8.74 inches,HarperCollinsChildren'sBooks,9780008262174,https://m.media-amazon.com/images/I/81OLpqRPabL._AC_US218_..jpg,,,
Slime: The Mega Laugh-Out-Loud Children'S Book From No. 1 Bestselling Author David Walliams.,,"12,975",699,,,,,English,5.55 x 1.18 x 8.74 inches,HarperCollinsChildren’sBooks,9780008342586,https://m.media-amazon.com/images/I/81qqcfJZ8PL._AC_US218_..jpg,,,
The World'S Worst Parents,,"11,215","1,069.00",,,,,English,6.26 x 0.94 x 8.11 inches,HarperCollinsChildren’sBooks,9780008305796,https://m.media-amazon.com/images/I/81hBN8AXsGL._AC_US218_..jpg,,,
The Ice Monster,,"10,246",399,,,,,English,5.55 x 1.61 x 8.74 inches,Harper Collins,9780008164690,https://m.media-amazon.com/images/I/813TTmcn9jL._AC_US218_..jpg,,,
Gangsta Granny,,"9,315","1,499.00",,,,240,English,5.55 x 1.14 x 8.74 inches,HarperCollinsChildrensBooks,9780007371440,https://m.media-amazon.com/images/I/51WoDYwyR5L._AC_US218_..jpg,,,
The Midnight Gang,,"8,732",399,,,580L,478,English,5.55 x 1.61 x 8.74 inches,HarperCollinsChildrensBooks,9780008164614,https://m.media-amazon.com/images/I/51E08oZczHL._AC_US218_..jpg,,,
Bad Dad: Laugh-Out-Loud Funny Children'S Book By Bestselling Author David Walliams,,"8,359",500,,,,448,English,5.55 x 1.54 x 8.74 inches,Harper Collins,9780008164652,https://m.media-amazon.com/images/I/81s3rsp9bRL._AC_US218_..jpg,,,
The World'S Worst Teachers,,"7,413",790,,,,312,English,6.26 x 1.02 x 8.11 inches,HarperCollinsChildren’sBooks,9780008305789,https://m.media-amazon.com/images/I/81mmwwlfRgL._AC_US218_..jpg,,,
Demon Dentist,,"7,334",,,03-Jul,670L,448,English,5.5 x 1.37 x 8.25 inches,HarperCollins,9780062417046,https://m.media-amazon.com/images/I/61kdN4+m3sL._AC_US218_..jpg,,,
The World'S Worst Children,,"7,214","1,148.00",,,760L,272,English,6.26 x 0.91 x 8.11 inches,HarperCollinsChildrensBooks,9780008197032,https://m.media-amazon.com/images/I/81HPUgVf4cL._AC_US218_..jpg,,,
Awful Auntie,,"6,949","1,380.00",,,,416,English,5.55 x 1.46 x 8.74 inches,HarperCollinsChildrensBooks,9780007453603,https://m.media-amazon.com/images/I/91iJmnemHML._AC_US218_..jpg,,,
Grandpa'S Great Escape,,"6,128",849,,,760L,352,English,5.55 x 1.54 x 8.74 inches,HarperCollinsChildren’sBooks,9780007494019,https://m.media-amazon.com/images/I/71T1Xhd1y6L._AC_US218_..jpg,,,
Fing,,"5,711",420,,,,272,English,5.55 x 1.02 x 8.74 inches,HarperCollinsChildren’sBooks,9780008342579,https://m.media-amazon.com/images/I/91pX2WUVj7L._AC_US218_..jpg,,,
Billionaire Boy,,"5,335","2,794.03",,,,278,English,5.55 x 1.14 x 8.74 inches,HarperCollinsChildren'sBooks,9780007371044,https://m.media-amazon.com/images/I/514nP+w6gJL._AC_US218_..jpg,,,
Mr Stink: Limited Gift Edition Of David Walliams' Bestselling Children'S Book,,"4,653","4,697.00",,,,,English,5.55 x 0.91 x 7.52 inches,Harper Collins,9780007559428,https://m.media-amazon.com/images/I/71PSkrGa5fL._AC_US218_..jpg,,,
Megamonster: The Mega Laugh-Out-Loud Children'S Book By Multi-Million Bestselling Author David Walliams,,"4,303","1,312.00",,,,,English,5.55 x 1.3 x 8.74 inches,HarperCollinsChildren’sBooks,9780008487591,https://m.media-amazon.com/images/I/81m+Czh8CbS._AC_US218_..jpg,,,
Ratburger,,"4,277",,,,,,English,,HarperCollinsChildren'sBooks,9780007928798,https://m.media-amazon.com/images/I/516UmwqUnrS._AC_US218_..jpg,,,
The World'S Worst Children 2,,"4,197",700,,,,,English,6.26 x 0.94 x 8.11 inches,HarperCollins,9780008259624,https://m.media-amazon.com/images/I/81s29DY5CJL._AC_US218_..jpg,,,
The World'S Worst Children 3: Fiendishly Funny Short Stories For Fans Of David Walliams Books,,"4,160","1,369.00",,,,,English,6.26 x 0.91 x 8.11 inches,HARPER COLLINS,9780008304591,https://m.media-amazon.com/images/I/91DfoyF7DpL._AC_US218_..jpg,,,
"Gangsta Granny Strikes Again!: The Amazing Sequel To Gangsta Granny, A Funny Illustrated Children'S Book By Bestselling Author David Walliams",,"4,040","1,164.00",,,,,English,5.55 x 1.22 x 8.74 inches,HarperCollinsChildren’sBooks,9780008262204,https://m.media-amazon.com/images/I/81E1UIylAXL._AC_US218_..jpg,,,
The Boy In The Dress: Now A Major Musical,,"3,925",490,,,,,English,5.55 x 0.83 x 7.52 inches,harper collins uk,9780008288341,https://m.media-amazon.com/images/I/818KNINAflL._AC_US218_..jpg,,,
The World'S Worst Pets: The Brilliantly Funny New Children'S Book For 2022 From Million-Copy Bestselling Author David Walliams - Perfect For Kids Who ... Walliams - Perfect For Kids Who Love Animals!,,"2,524","1,342.00",,,,,English,6.26 x 1.02 x 8.11 inches,HarperCollins,9780008305802,https://m.media-amazon.com/images/I/81HXlTZWmTL._AC_US218_..jpg,,,
There'S A Snake In My School!,,"4,909",654,,,AD690L,,"English, French",10.87 x 0.2 x 10.87 inches,HarperCollinsChildren'sBooks,9780008172701,https://m.media-amazon.com/images/I/71asg9iJyyL._AC_US218_..jpg,,,
The Slightly Annoying Elephant,,"3,690",799,,,600L,32,English,10.87 x 0.2 x 10.87 inches,HarperCollins Publishers,9780007493999,https://m.media-amazon.com/images/I/71mdQpi4jGL._AC_US218_..jpg,,,
Little Monsters: The Perfect Gift For All Little Monsters,,"2,945",364.87,,,,,English,10.87 x 0.39 x 10.87 inches,HarperCollinsChildren’sBooks,9780008305741,https://m.media-amazon.com/images/I/81afXjnxDUL._AC_US218_..jpg,,,
The First Hippo On The Moon,,"1,983",,,,,,English,10.87 x 0.2 x 10.87 inches,HarperCollins Childrens Books,9780007494002,https://m.media-amazon.com/images/I/71XuNJOAWNL._AC_US218_..jpg,,,
Boogie Bear,,"1,233",436,,,,,English,10.87 x 0.22 x 10.87 inches,Harper Collins,9780008172770,https://m.media-amazon.com/images/I/81GzohDezeL._AC_US218_..jpg,,,
Spaceboy: The Epic And Funny New Children'S Book For 2022 From Multi-Million Bestselling Author David Walliams: The Epic And Funny New Children'S Book ... Bestselling Author David Walliams,,"1,211","1,283.00",,,,,,,,,https://m.media-amazon.com/images/I/81aDrGVeGDL._AC_US218_..jpg,,,
