isbn,Series,Descrption
9780374309350,A Pout-Pout Fish Adventure,"The New York Times-bestselling children's book series returns with The Pout-Pout Fish and the Mad, Mad Day.The Pout-Pout Fish's morning has been maddening and rough. Disappointments and frustrations--Mr. Fish has had enough! It's been one thing, then another, then another stacked on top. He's mad and getting madder. Is there any way to stop?Swim along with Mr. Fish as he faces his anger and gains new understandings. With a little help from his friends, he might just discover the healing power of words and self-compassion."
9780374355494,A Pout-Pout Fish Adventure,"A NEW YORK TIMES BESTSELLER!A gift should be big,And a gift should be bright.And a gift should be perfect-Guaranteed to bring delight.And a gift should have meaningPlus a bit of bling-zing,So I'll shop till I dropFor each just-right thing!Will Mr. Fish find perfect gifts for everyone on his list? Will he finish his shopping in time?Swim along with The Pout-Pout Fish on his holiday shopping quest. He might just discover that the best gifts of all come straight from the heart."
9780374360955,A Pout-Pout Fish Adventure,"The star of the New York Times bestselling picture book The Pout-Pout Fish is back in another adventure--just in time for the first day of school!Turn little pouts into big smiles! Mr. Fish is nervously awaiting his first day of school, and he frets about not knowing how to write his name, how to draw shapes, and how to do math--until he's reassured that school is the perfect place to learn how to master all of these new skills, in Pout-Pout Fish Goes to School from Deborah Diesen and Dan Hanna."
9780374360962,A Pout-Pout Fish Adventure,"The first book in the New York Times bestselling Pout-Pout Fish series from Deborah Diesen and illustrator Dan Hanna!Deep in the water,Mr. Fish swims aboutWith his fish face stuckIn a permanent pout.Can his pals cheer him up?Will his pout ever end?Is there something he can learnFrom an unexpected friend?Swim along with the pout-pout fish as he discovers that being glum and spreading dreary wearies isn't really his destiny. Bright ocean colors and playful rhyme come together in this fun fish story that's sure to turn even the poutiest of frowns upside down.The Pout-Pout Fish is a 2009 Bank Street - Best Children's Book of the Year."
9780374389307,A Pout-Pout Fish Adventure,"Mr. Fish helps his friend Willa Whale overcome her social anxiety in the next installment of the New York Times-bestselling Pout-Pout Fish series from Deborah Diesen and Dan Hanna.Willa Whale is full of worries! Will the party be too loud?Will she find someone to talk to? Will she get lost in the crowd?Mr. Fish is Willa's friend, and he'd like to help her out.Can some of his suggestions help Willa with her doubt?Swim along with The Pout-Pout Fish and Willa Whale as they explore the world of worry. Together, they might just learn that when worry swims inside us, there are things that we can do!"
9780062796028,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESIn the tradition of great storytellers, from Dickens to Dahl, comes an exquisitely dark comedy that is both literary and irreverent, hilarious and deftly crafted. Never before has a tale of three likeable and unfortunate children been quite so enchanting, or quite so uproariously unhappy. This middle grade novel is an excellent choice for tween readers in grades 5 to 6, especially during homeschooling. It's a fun way to keep your child entertained and engaged while not in the classroom.Violet, Klaus, and Sunny Baudelaire are intelligent children. They are charming, and resourceful, and have pleasant facial features. Unfortunately, they are exceptionally unlucky.In the first two books alone, the three youngsters encounter a greedy and repulsive villain, itchy clothing, a disastrous fire, a plot to steal their fortune, a lumpy bed, a deadly serpent, a large brass reading lamp, a long knife, and a terrible odor."
9780062865144,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESLemony Snicket returns with the last book before the last book of his bestselling A Series of Unfortunate Events. Scream and run away before the secrets of the series are revealed!Very little is known about Lemony Snicket and A Series of Unfortunate Events. What we do know is contained in the following brief list:The books have inexplicably sold millions and millions of copies worldwidePeople in more than 40 countries are consumed by consuming SnicketThe movie was as sad as the books, if not more soLike unrefrigerated butter and fungus, the popularity of these books keeps spreadingEven less is known about book the twelfth in this alarming phenomenon. What we do know is contained in the following brief list: In this book, things only get worseCount Olaf is still evilThe Baudelaire orphans do not win a contestThe title begins with the word 'The'Sometimes, ignorance is bliss."
9780064407670,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESViolet, Klaus, and Sunny Baudelaire are intelligent children. They are charming, and resourceful, and have pleasant facial features. Unfortunately, they are exceptionally unlucky.In the first two books alone, the three youngsters encounter a greedy and repulsive villain, itchy clothing, a disastrous fire, a plot to steal their fortune, a lumpy bed, a deadly serpent, a large brass reading lamp, a long knife, and a terrible odour. In the tradition of great storytellers, from Dickens to Dahl, comes an exquisitely dark comedy that is both literary and irreverent, hilarious and deftly crafted. Never before has a tale of three likeable and unfortunate children been quite so enchanting, or quite so uproariously unhappy."
9780064407687,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESDear Reader,If you have not read anything about the Baudelaire orphans, then before you read even one more sentence, you should know this: Violet, Klaus, and Sunny are kindhearted and quick-witted, but their lives, I am sorry to say, are filled with bad luck and misery. All of the stories about these three children are unhappy and wretched, and this one may be the worst of them all. If you haven't got the stomach for a story that includes a hurricane, a signalling device, hungry leeches, cold cucumber soup, a horrible villain, and a doll named Pretty Penny, then this book will probably fill you with despair. I will continue to record these tragic tales, for that is what I do. You, however, should decide for yourself whether you can possibly endure this miserable story.With all due respect,Lemony Snicket"
9780064407694,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESI hope, for your sake, that you have not chosen to read this book because you are in the mood for a pleasant experience. If this is the case, I advise you to put this book down instantaneously, because of all the books describing the unhappy lives of the Baudelaire orphans, The Miserable Mill might be the unhappiest yet. Violet, Klaus, and Sunny Baudelaire are sent to Paltryville to work in a lumber mill, and they find disaster and misfortune lurking behind every log. The pages of this book, I'm sorry to inform you, contain such unpleasantries as a giant pincher machine, a bad casserole, a man with a cloud of smoke where his head should be, a hypnotist, a terrible accident resulting in injury, and coupons. I have promised to write down the entire history of these three poor children, but you haven't, so if you prefer stories that are more heartwarming, please feel free to make another selection.With all due respect, Lemony Snicket"
9780064408639,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESAs the three Baudelaire orphans warily approach their new home Prufrock Preparatory School, they can't help but notice the enormous stone arch bearing the school's motto Memento Mori or Remember you will die.This is not a cheerful greeting and certainly marks an inauspicious beginning to a very bleak story just as we have come to expect from Lemony Snicket's A Series of Unfortunate Events, the deliciously morbid set of books that began with The Bad Beginning and only got worse."
9780064408646,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESIn their most daring misadventure, the Baudelaire orphans are adopted by very, very rich people, whose penthouse apartment is located mysteriously close to the place where all their misfortune began. Even though their new home in the city is fancy, and the children are clever and charming, I'm sorry to say that still, the unlucky orphans will encounter more disaster and woe.In fact, in this sixth book in A Series of Unfortunate Events, the children will experience a darkened staircase, a red herring, an auction, parsley soda, some friends in a dire situation, a secret passageway, and pinstripe suits.Both literary and irreverent, hilarious and deftly crafted, A Series of Unfortunate Events offers an exquisitely dark comedy in the tradition of Edward Gorey and Roald Dahl. Lemon Snicket's uproariously unhappy books continue to win readers, despite all his warnings."
9780064408653,A Series of Unfortunate Events,"NOW A NETFLIX ORIGINAL SERIESDear Reader,You have undoubtedly picked up this book by mistake, so please put it down. Nobody in their right mind would read this particular book about the lives of Violet, Klaus, and Sunny Baudelaire on purpose, because each dismal moment of their stay in the village of V.F.D. has been faithfully and dreadfully recorded in these pages.I can think of no single reason why anyone would want to open a book containing such unpleasant matters as migrating crows, an angry mob, a newspaper headline, the arrest of innocent people, the Deluxe Cell, and some very strange hats. It is my solemn and sacred occupation to research each detail of the Baudelaire children's lives and write them all down, but you may prefer to do some other solemn and sacred thing, such as reading another book instead.With all due respect,Lemony Snicket"
