ISBN13,Header,Content
9781405906739,About In the Night Garden,"In the Night Garden is a CBeebies show about a magical land that exists between waking and sleeping in a child's imagination. Inhabited by a loveable collection of characters, the Night Garden is a happy, calming world of music and friendship. The hit show is often used as part of children's bedtime or nap-time routine. It was devised and produced by the award-winning Teletubbies creators, Anne Wood and Andy Davenport. show more"
9781405907750,About In the Night Garden,"In the Night Garden is a CBeebies show about a magical land that exists between waking and sleeping in a child's imagination. Inhabited by a loveable collection of characters, the Night Garden is a happy, calming world of music and friendship. The hit show is often used as part of children's bedtime or nap-time routine. It was devised and produced by the award-winning Teletubbies creators, Anne Wood and Andy Davenport. show more"
9781405908191,About In the Night Garden,"In the Night Garden is a CBeebies show about a magical land that exists between waking and sleeping in a child's imagination. Inhabited by a loveable collection of characters, the Night Garden is a happy, calming world of music and friendship. The hit show is often used as part of children's bedtime or nap-time routine. It was devised and produced by the award-winning Teletubbies creators, Anne Wood and Andy Davenport. show more"
9781405903912,About In the Night Garden,"In the Night Garden is a CBeebies show about a magical land that exists between waking and sleeping in a child's imagination. Inhabited by a loveable collection of characters, the Night Garden is a happy, calming world of music and friendship. The hit show is often used as part of children's bedtime or nap-time routine. It was devised and produced by the award-winning Teletubbies creators, Anne Wood and Andy Davenport. show more"
9780723295914,About Eric Hill,"Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9780241206133,About Eric Hill,"Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9781859858929,About Juliet David,"Juliet David has written many children's stories and Bible activity books. Her other interests include painting, music, and travel to Israel and other Bible lands. This experienced author lives in London with her family. As a child, Marie continually drew characters and illustrated fun books for friends and family. After studying graphic design and illustration at college she has worked on stationery, puzzles, greetings-cards, maps and posters as well as numerous children's books. show more"
9780723263586,About Eric Hill,"Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9780723264644,About Eric Hill,"Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9781447282785,About Rod Campbell,"Rod Campbell has been writing and illustrating children's books for over thirty-five years. Best known for his classic lift-the-flap book, Dear Zoo, he is also the creator of the much-loved preschool character Buster. Ingeniously simple, with touches of gentle humour, Rod's books are loved by children, parents and teachers alike. show more"
9780333781395,About Rod Campbell,"Rod Campbell has been writing and illustrating children's books for over thirty five years. Best known for his classic lift-the-flap title Dear Zoo, which has sold over 2 million copies worldwide, he is also the creator of the much loved preschool character Buster. Ingeniously simple, with touches of gentle humour, Rod's books are enjoyed by children, parents and teachers alike. show more"
9781447251811,Review Text,"Wonderfully engaging, interactive and most importantly fun, this offers the best kind of reading experience for the youngest of readers Library Mice show more"
